""	"PARTID"	"order"	"item"	"CODE"
"493"	"msc002"	1	"Vinterbadning"	"vinterbadning"
"494"	"naj010"	4	"Wellness"	"wellness"
"495"	"acgn007"	1	"yoga"	"yoga"
"496"	"KK010"	2	"Yoga"	"yoga"
"497"	"lhj004"	1	"yoga"	"yoga"
"498"	"mho002"	3	"yoga"	"yoga"
"499"	"naj010"	1	"Yoga"	"yoga"
"500"	"naj011"	1	"Yoga"	"yoga"
"501"	"naj005"	3	"Youtube"	"youtube"
"502"	"msr005"	2	"aabenhed"	"åbenhed"
"503"	"LM012"	2	"Aandelighed"	"åndelighed"
