"STUDENT"	"PARTID"	"DATO"	"RELATION"	"LOCATION"	"TYPEINT"	"KON"	"SEKSU"	"ALDER"	"JOB"	"ETNIC"	"NATIO"	"FAMILE"	"UDDANN"	"UDTYP"	"BY"	"VACC"	"BEKYMJOB"	"BEKYMLIV"	"BEKYMFYS"	"BEKYMMENT"	"OKOLIGKON"	"TILOKKON"	"INDKOM"	"OKOBID"	"SOCKLAS"	"POLITIK"	"PARTI"	"NYHEDER"	"PLADSFREM"	"HELB"	"LSTAND"	"BESVAER"	"RASTLOS"	"ENSOM"	"ALSYG"	"POSITIV"	"TILKROP"	"SUNDKROP"	"DEPRI"	"KHUS"	"KBORN"	"MFAM"	"FMBORN"	"MSORD"	"MSVAGE"	"KOMS"	"MFYS"	"AFSTRAF"	"TVELFAERD"	"TPOL"	"TOFFSUND"	"TUDDAN"	"TREG"	"TSKAT"	"TIREG"	"TIREGIO"	"TIKOMM"	"TIREL"	"TIVIDEN"	"RELID"	"OPREL"	"MEDLEM"	"HVILKEM"	"FORAELDM"	"EMOTI"	"RADGIV"	"BSAMREL"	"STOPTRO"	"SKRIFT"	"BON"	"RELAKT"	"AUTO"	"RELGANG"	"VELKOM"	"REL69"	"REL70"	"REL71"	"REL72"	"REL73"	"REL74"	"REL75"	"REL76"	"REL77"	"REL78"	"REL79"	"REL80"	"REL81"	"REL82"	"REL83"	"REL84"	"REL85"	"REL86"	"REL87"	"REL88"	"REL89"	"REL90"	"REL91"	"REL92"	"REL93"	"REL94"	"REL95"	"REL96"	"REL97"	"REL98"	"REL99"	"REL100"	"REL101"	"REL102"	"REL103"	"REL104"	"REL105"	"REL106"	"REL107"	"REL108"	"REL109"	"REL110"	"REL111"	"REL112"	"REL113"	"REL114"	"REL115"	"REL116"	"REL117"	"REL118"	"REL119"	"REL120"	"REL121"	"REL122"	"REL123"	"REL124"	"REL125"	"REL126"	"REL127"	"REL128"	"REL129"	"REL130"	"REL131"	"REL132"	"REL133"	"RELID.r"	"KON.r"	"SEKSU.r"
"28"	"Ditte"	"db002"	"sept24.24"	"anonymous"	"online"	"snow-ball sampling"	0	1	18	"Gymnasium"	"dansk"	"Dansk"	1	"13"	"1"	"0"	1	-1	-1	-1	-2	-2	-1	888	2	"2"	-2	"Enhedslisten"	"4"	-1	-2	-2	0	-1	-1	-2	-2	-1	-1	-1	-1	-1	-2	-2	-2	-1	-1	0	-2	-1	-1	0	-1	0	-1	-1	-1	-1	0	-1	"0"	0	"0"	"#"	"#"	"#"	"#"	"1"	"0"	0	0	"0"	"-2"	0	3	0	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	0	-2	-2	-2	-1	-1	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	0	-2	-2	-2	0	-1	-2	0	0	-2	-2	-2	-2	-2	0	-2	0	0	0	0	0	-2	-2	-2	0	0	0
"29"	"Ditte"	"db003"	"sept25.24"	"anonymous"	"online"	"snow-ball sampling"	1	1	55	"Direktoer"	"Dansk"	"Dansk"	2	"18"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"0"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	0
"30"	"Ditte"	"db004"	"sept25.24"	"anonymous"	"online"	"snow-ball sampling"	1	1	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0
"31"	"Ditte"	"db007"	"octo4.24"	"anonymous"	"online"	"snow-ball sampling"	1	1	25	"Studerende"	"Dansk"	"Danmark"	1	"17"	"2"	"4"	1	-2	-2	-2	-1	-2	-1	3	4	"2"	-2	"Enhedslisten"	"4"	-1	-1	-2	-1	-2	-1	-2	-1	-1	-1	-1	0	0	0	0	0	0	-1	-1	-2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	"0"	0	"."	"."	"."	"."	"."	"888"	"0"	2	0	"2"	"-2"	2	5	-1	-2	-2	0	-2	-2	0	-2	-1	-1	0	-1	-2	-2	0	0	-2	-2	-2	0	-2	-2	-2	-2	-2	-2	-2	-2	0	-2	-1	0	0	-2	-1	-2	-2	0	-2	-2	-2	-2	0	0	-2	-2	-2	0	-2	0	-1	-2	0	-2	-2	-1	-2	-2	-2	-2	-2	-2	-2	0	-2	0	1	0
"32"	"Ditte"	"db008"	"octo4.24"	"anonymous"	"online"	"snow-ball sampling"	1	1	23	"Studerende"	"Dansk"	"Dansk"	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0
"33"	"Ditte"	"db009"	"octo4.24"	"anonymous"	"online"	"snow-ball sampling"	0	1	57	"Foertidspensionist tidl. Bogholder"	"Dansk"	"Dansk"	4	"12 aar mindst"	"1"	"51"	1	0	0	0	-2	0	-1	1	2	"2"	0	"Socialdemokratiet"	"1"	-2	-1	-2	-2	-2	-1	-2	-2	-1	-2	-2	-1	0	-2	-2	0	-2	-1	-1	-2	-1	-1	0	0	0	-1	-1	-1	0	0	0	"3"	1	"1"	"Folkekirken"	"1"	"1"	"1"	"1"	"#"	5	5	"4"	"-1"	4	5	-2	-1	-2	-2	-2	0	-2	-2	-2	-2	-1	-1	-2	-2	0	-2	-1	-2	-2	-2	0	-1	-2	-2	-2	-2	-2	-2	-2	-2	-1	-1	-2	-2	-2	-2	-2	-2	-1	-2	-2	-1	-1	-2	-2	-1	-1	0	-2	-1	0	0	-2	-2	-2	-2	-2	-2	0	0	0	-2	-1	-2	-1	3	0	0
"34"	"Ditte"	"db010"	"octo4.24"	"anonymous"	"online"	"snow-ball sampling"	0	1	46	"Mejerist"	"#"	"Dansk"	2	"16"	"2"	"5"	1	-2	-1	-1	-1	-2	-1	9	0	"2"	0	"Socialdemokratiet"	"1"	-1	0	-1	-1	-1	0	-2	-1	0	0	0	-1	-1	-1	-2	-2	-1	-1	-1	-2	-1	0	-1	0	-1	0	-1	-1	-1	0	-1	"2"	0	"1"	"Folkekirken"	"1"	"0"	"0"	"0"	"999"	1	0	"0"	"0"	1	5	-2	-2	0	0	-2	-2	0	0	-2	0	0	-2	-1	-1	0	-1	-1	-2	-2	0	-2	0	-1	-2	0	0	-2	0	-2	-2	-2	-1	-1	0	0	-2	0	0	-2	-1	0	0	0	-1	-1	0	-2	-2	-1	-2	0	-1	-2	0	-2	-1	-2	-1	-1	-1	-1	-1	0	0	-2	2	0	0
"35"	"Ditte"	"db011"	"octo4.24"	"anonymous"	"online"	"snow-ball sampling"	0	1	19	"Gymnasie"	"Dansk"	"Danmark"	1	"13"	"1"	"10"	1	-1	-1	-1	0	-2	-1	888	2	"2"	-2	"Enhedslisten"	"4"	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-2	-2	-2	-2	-2	-2	-2	-2	-2	-1	-1	-1	-1	0	0	0	0	-1	-1	-1	"1"	0	"0"	"#"	"#"	"#"	"0"	"888"	"0"	0	0	"0"	"-1"	2	4	0	-1	-1	-1	-1	-2	-1	-1	-2	-1	-1	-1	-1	-1	0	-2	-1	-2	-1	0	-1	-1	-1	-2	-1	-1	-2	-1	0	-2	-2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	-2	-1	-1	-1	-1	-2	-1	-2	-1	-2	-2	-2	-2	-1	-1	-2	1	0	0
"36"	"Ditte"	"db012"	"octo4.24"	"anonymous"	"online"	"snow-ball sampling"	1	1	23	"stud.theol."	"Hvid"	"Dansk"	1	"17"	"1"	"4"	1	-1	-1	-1	-1	-2	-1	888	1	"1"	1	"Det Konservative Folkeparti"	"1"	-1	-1	-1	-2	-2	-2	-1	-2	-2	-1	-1	-2	-2	-1	-1	-1	-1	-1	-1	-2	-1	-1	-1	-1	-1	-1	-1	-2	-1	-1	-1	"3"	0	"1"	"Folkekirken"	"1"	"0"	"0"	"1"	"#"	5	4	"4"	"0"	4	5	-1	-2	-1	-1	-2	-1	-1	-1	-2	-2	-1	-2	0	0	-1	-2	-1	-2	0	-1	-2	0	0	-2	-1	-1	-2	-1	-2	-1	-2	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-2	-1	0	-1	0	-2	0	-1	0	0	-1	0	-1	-2	-1	-1	-2	0	0	0	0	0	0	-2	3	1	0
"37"	"Ditte"	"db013"	"octo4.24"	"anonymous"	"online"	"snow-ball sampling"	0	1	50	"Laerer"	"Dansk"	"Danmark"	2	"20"	"1"	"31"	1	-2	-1	-1	-1	-1	0	999	0	"2"	0	"Radikale Venstre"	"1"	-1	-1	-1	-1	-1	0	-1	-1	-1	-2	0	-1	-1	-2	-1	-1	-2	-1	-1	-2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
"38"	"Ditte"	"db014"	"octo4.24"	"family"	"online"	"facetime"	0	1	31	"Arkitekt"	"Dansk"	"Dansk"	1	"18"	"2"	"31"	1	-1	-1	-1	-1	-2	-1	4	1	"3"	-1	"Radikale Venstre"	"2"	-2	-1	-2	-1	-1	-2	0	-1	-1	0	-1	-2	-1	-2	-2	-2	-2	-1	-1	-2	0	0	-1	-1	-1	-1	0	0	0	0	-1	"1"	0	"0"	"#"	"#"	"#"	"#"	"999"	"0"	0	0	"0"	"-2"	0	4	0	-1	-2	-2	-2	-2	-2	-2	-2	0	0	-1	-2	-2	0	-1	0	-1	-2	0	-1	-2	-2	-2	-2	-2	-2	-2	0	-2	-1	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-1	-2	-1	0	-2	-2	-1	-2	-2	0	-2	-2	-2	-2	-2	-2	-2	-2	-2	-1	1	0	0
"39"	"Ditte"	"db015"	"octo4.24"	"family"	"online"	"facetime"	0	1	19	"STX"	"Dansk"	"Dansk"	6	"12"	"2"	"19"	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
"40"	"Ditte"	"db016"	"octo4.24"	"anonymous"	"online"	"snow-ball sampling"	0	1	19	"Gymnasieelev"	"Dansk"	"Dansk"	1	"12"	"1"	"0"	1	-2	-1	-1	0	-2	-1	9	3	"3"	-1	"Socialistisk Folkeparti"	"5"	-2	-2	-2	-1	0	-1	-2	-1	-1	-1	-1	-1	-1	-2	-2	-2	-2	-2	-2	-2	-1	0	-1	-2	-1	0	-1	0	0	-1	-1	"2"	1	"1"	"Folkekirken"	"1"	"1"	"1"	"888"	"#"	0	2	"0"	"0"	2	4	-1	-2	-2	-1	-2	-2	-2	-2	-1	0	-2	-2	-1	-2	0	-1	-1	-2	-2	-2	0	-2	-2	-2	-2	-2	-2	-2	-1	-2	-2	-2	-2	-2	-1	-2	-1	-1	-2	-1	-2	-2	-1	-2	-1	-2	-1	-2	-1	-2	-2	-2	-2	-1	-2	-1	-2	-2	-2	-2	-2	-2	0	0	-2	2	0	0
"41"	"Ditte"	"db019"	"octo4.24"	"anonymous"	"online"	"snow-ball sampling"	1	1	76	"Pensionist"	"Dansk"	"Dansk"	2	"12"	"1"	"22"	1	-2	-2	-2	-2	-1	-1	7	2	"3"	-2	"Socialistisk Folkeparti"	"6"	-2	0	0	0	0	NA	0	-1	-1	-1	-2	-2	-2	-1	-1	NA	-1	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0
"42"	"Ditte"	"db020"	"octo4.24"	"anonymous"	"online"	"snow-ball sampling"	0	1	55	"Praest"	"Dansk"	"Dansk"	2	"20"	"1"	"34"	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
"43"	"Ditte"	"db021"	"octo4.24"	"anonymous"	"online"	"snow-ball sampling"	1	1	53	"Sognepraest"	"Dansk"	"Dansk"	2	"18 folkeskole/gymnasium/universitet"	"1"	"51"	1	-1	-1	-1	-1	-2	-1	5	2	"2"	1	"Venstre"	"1"	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	"3"	1	"1"	"Folkekirken"	"1"	"1"	"1"	"1"	"999"	5	5	"4"	"-1"	4	5	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-2	-1	-2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-2	-1	-1	-1	-1	-1	-2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	1	0
"44"	"Ditte"	"db022"	"octo4.24"	"anonymous"	"online"	"snow-ball sampling"	3	1	48	"Underviser"	"Ukendt"	"Dansk"	2	"19"	"1"	"8"	1	-1	-1	-1	0	-2	0	5	2	"2"	-1	"Radikale Venstre"	"1"	-1	0	-1	-1	-1	-1	-2	-2	-1	-1	-1	0	0	0	-2	0	0	-1	-1	-2	0	0	0	-1	-1	0	0	-1	0	-2	-1	"1"	0	"1"	"Folkekirken"	"1"	"0"	"0"	"0"	"0"	0	0	"1"	"-2"	0	1	-2	-2	-2	-2	-2	-2	-2	-1	-2	-1	0	-2	-2	-2	-1	-2	-2	-2	0	-2	-2	-1	-2	-2	-2	-2	-2	-2	-1	-2	0	-2	-2	0	-2	-2	0	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	0	-2	-2	0	-2	0	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-1	1	NA	0
"45"	"Ditte"	"db023"	"octo4.24"	"family"	"online"	"facetime"	1	1	27	"It-konsulent"	"Dansk"	"Dansk"	6	"17"	"1"	"9"	1	-2	-1	-1	-1	-2	0	6	2	"2"	1	"Venstre"	"1"	-1	-2	0	-1	-2	-1	-1	-2	-1	-1	-1	0	0	0	-1	-1	-1	0	-1	-2	-1	0	-1	-2	0	-1	-1	0	-1	-1	-1	"2"	1	"1"	"Folkekirken"	"1"	"0"	"0"	"999"	"999"	0	2	"0"	"-1"	2	5	-1	-1	-2	0	-1	-1	0	0	-1	-1	-1	-1	0	-1	-1	0	-1	-2	-1	0	-2	0	-1	-2	-1	0	-1	-1	-1	-2	-1	0	-1	-1	0	-2	-1	-1	-1	-1	0	-2	0	-1	-1	-1	-1	-1	-1	-2	-1	0	-1	-1	0	0	-1	0	0	0	0	0	-1	0	-1	2	1	0
"46"	"Ditte"	"db024"	"octo4.24"	"anonymous"	"online"	"snow-ball sampling"	0	1	56	"Psyolog"	"Dansk"	"Dansk"	2	"17"	"1"	"40"	1	-2	-1	-1	-1	-2	-1	6	2	"3"	-2	"Enhedslisten"	"1"	-2	-1	-2	-1	-1	-2	-1	-2	-1	-1	-2	-2	-1	-2	-2	-2	-1	-1	-1	-2	-1	-1	-1	-1	-2	-1	-1	-2	-1	-1	-1	"0"	0	"0"	"#"	"#"	"#"	"#"	"1"	"0"	0	0	"0"	"-2"	0	3	0	-2	-2	-2	-2	-2	-2	-2	-2	-1	-2	-2	-2	-2	-1	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-1	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-1	-1	-1	-2	-2	-1	-2	-2	-1	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	0	0	0
"47"	"Ditte"	"db025"	"octo4.24"	"anonymous"	"online"	"snow-ball sampling"	0	1	53	"Offtl ansat"	"Dansk"	"Dansk"	2	"20"	"1"	"30"	1	-2	0	0	0	-1	0	5	2	"3"	0	"Moderaterne"	"1"	-1	0	0	0	0	0	0	-1	0	-1	-1	0	0	-1	0	0	-1	-1	0	-2	-1	-1	0	0	0	0	-1	-1	-1	-1	-1	"3"	1	"1"	"Folkekirken"	"1"	"0"	"0"	"999"	"999"	4	4	"4"	"0"	4	5	-1	-2	-2	-2	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-2	-1	-1	-1	-1	-2	0	-2	-1	-1	-1	-2	-1	0	-1	-1	0	-1	-1	-1	-2	0	-1	0	-1	-1	-1	0	-1	-1	-1	-2	0	0	0	-1	0	-1	0	0	-1	0	-2	-1	-1	-1	0	0	0	-1	3	0	0
"48"	"Ditte"	"db026"	"octo5.24"	"anonymous"	"online"	"snow-ball sampling"	1	1	27	"Studerende"	"Dansk"	"Dansk"	1	"21"	"1"	"5"	1	-1	-1	-1	-1	-1	-1	1	1	"1"	-2	"Socialistisk Folkeparti"	"4"	-2	-2	0	-1	-1	0	-2	-1	0	-1	0	-1	-1	-1	-1	-1	0	-1	0	-2	0	-1	0	-2	-2	-1	-1	0	-1	-1	-2	"2"	0	"1"	"Folkekirken"	"1"	"1"	"1"	"888"	"#"	0	0	"2"	"-1"	2	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-2	0	-1	-1	0	0	0	-2	-2	-1	-2	-1	-1	-1	-1	-1	-2	-1	-1	-2	-1	-1	-1	-1	-1	-2	-1	-1	-1	0	-1	-2	-1	-1	-1	-1	-2	0	-1	-1	-1	-1	-1	-1	-1	-1	-2	-2	-2	-2	-2	-2	-1	-1	-2	2	1	0
"49"	"Ditte"	"db027"	"octo5.24"	"anonymous"	"online"	"snow-ball sampling"	0	1	64	"Sognepraest"	"Europaeisk"	"Dansk"	1	"20"	"1"	"35"	1	-2	-1	-1	-2	-2	-1	5	0	"2"	-2	"Alternativet"	"1"	-1	0	-1	-1	-2	-2	-1	-2	-1	-1	-2	-1	-1	-2	-2	-2	-1	-2	-1	-2	-1	0	0	-1	-1	-1	-1	-1	0	-1	-1	"3"	0	"1"	"Folkekirken"	"1"	"1"	"1"	"1"	"999"	5	5	"5"	"0"	4	4	-2	-2	-2	-2	-1	-2	-1	-2	0	-1	0	0	-2	-2	0	-2	-2	-1	-2	-1	-2	-1	-2	-2	-2	-2	-2	-2	-1	-1	-2	-1	-1	-2	-2	0	-2	-2	-2	-2	-2	0	-1	-1	-1	-2	-1	0	-2	0	0	-1	-1	-1	-1	-1	-2	-2	-2	-2	-2	-2	0	0	-2	3	0	0
"50"	"Ditte"	"db028"	"octo5.24"	"anonymous"	"online"	"snow-ball sampling"	1	1	25	"Studerende"	"Hvid"	"Dansk"	1	"16"	"1"	"15"	1	-2	-1	-1	-2	-2	-1	1	1	"2"	0	"Moderaterne"	"1"	-1	-1	-2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-2	-1	-1	-1	-1	-1	-1	"2"	0	"1"	"Folkekirken"	"1"	"0"	"0"	"999"	"999"	1	1	"0"	"-2"	2	5	-1	-1	-1	0	-1	-2	-1	-1	-2	-1	-2	0	0	0	-1	-1	0	-2	-2	-1	-2	-1	-2	-2	-2	-1	-2	-2	0	-2	-1	-1	-1	-1	-1	-2	-2	-1	-1	-1	0	-2	-2	-2	-2	-1	0	-2	-1	-2	0	-1	-2	-2	-2	-2	-1	-1	-1	-1	-1	-1	-2	-1	-2	2	1	0
"51"	"Ditte"	"db029"	"octo5.24"	"anonymous"	"online"	"snow-ball sampling"	0	1	40	"Sognepraest"	"Dansk"	"Dansk"	2	"20"	"1"	"7"	1	-2	-1	-1	-1	-2	-1	6	2	"2"	1	"Moderaterne"	"2"	-2	-1	-1	-2	-2	-1	-2	-1	-1	-1	-1	-2	-2	-2	-2	-2	-1	-2	-1	-2	-1	-1	-1	-1	0	-1	-1	-1	-1	-2	-2	"3"	0	"1"	"Folkekirken"	"1"	"0"	"0"	"888"	NA	4	4	"4"	NA	4	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	0	0
"52"	"Ditte"	"db030"	"octo5.24"	"anonymous"	"online"	"snow-ball sampling"	0	1	67	"Pensionist"	"Europaer"	"Dansk"	2	"13"	"1"	"57"	1	-1	-1	-1	-1	-2	-2	2	1	"2"	-1	"Venstre"	"2"	-1	-1	-2	-1	-2	-2	-1	-2	-1	-1	-2	-1	-2	-2	-1	-2	-1	-1	0	-2	-1	-1	-1	-1	-2	-1	-1	-1	0	-1	-1	"2"	1	"1"	"#"	"0"	"1"	"1"	"1"	"999"	0	3	"3"	"0"	3	5	-2	-2	-1	-1	0	-1	-1	-1	-2	-1	0	-1	-1	-1	-1	-2	-1	0	0	0	-2	-1	-1	-2	-1	-1	-2	-1	-1	-1	-1	0	0	0	-1	-2	0	-1	0	-1	-1	-1	0	0	-1	-1	-2	-1	-2	0	0	-1	-1	0	-1	-2	0	-1	-1	-1	-1	0	0	0	-1	2	0	0
"53"	"Ditte"	"db031"	"octo5.24"	"anonymous"	"online"	"snow-ball sampling"	0	1	42	"skuespiller mm"	"#"	"dansk"	1	"18"	"1"	"30"	1	0	-1	-1	-1	-2	-1	2	1	"1"	-2	"Enhedslisten"	"2"	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	0	0	-2	-2	-2	-1	0	0	-2	-1	-1	-1	0	-1	0	-1	0	0	-1	-2	"1"	0	"0"	"#"	"#"	"#"	"#"	"888"	"#"	1	0	"0"	"-2"	0	2	0	-2	-2	-2	-1	-2	-2	0	-2	0	-1	-2	-2	-2	-1	-1	-2	-2	-1	-1	-2	-2	-2	-2	-2	-2	-2	0	-2	-2	-1	-2	-2	-1	-2	-2	-2	-2	-2	-2	-2	0	-2	-2	-2	0	-1	-2	-1	0	0	-1	-2	0	-2	-2	0	0	0	0	0	0	-2	0	-1	1	0	0
"54"	"Ditte"	"db032"	"octo5.24"	"anonymous"	"online"	"snow-ball sampling"	0	1	25	"Studerende"	"Dansk"	"Dansk"	1	"18"	"1"	"4"	1	0	-1	-1	-1	-2	-1	1	1	"2"	-2	"Socialistisk Folkeparti"	"1"	-1	0	-1	-1	-1	-1	0	-2	-1	-1	-1	-1	-1	-2	-2	-2	-1	-1	-1	-2	-1	0	-1	0	-2	-1	-1	-1	0	0	-2	"5"	0	"1"	"Folkekirken"	"1"	"1"	"1"	"999"	"#"	1	1	"2"	"-2"	2	5	-1	-1	-2	-1	0	-2	0	-1	-2	-1	0	-1	0	-1	-2	-2	-1	-2	0	0	-2	-1	0	-2	-1	-1	-2	-1	0	-2	-1	0	0	-1	-1	-1	-1	-1	-1	0	0	-2	-2	0	-2	-1	-2	-2	-2	-1	-2	-1	-1	-2	-1	-1	-2	-2	-2	-2	-2	-2	-2	0	-2	5	0	0
